Date,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
2025-08-18,0,0.0,13.019607843137255,158.1019607843137,48.25098039215686,30.38431372549019,0.25098039215686274,0.0,0.0,0,0
2025-08-23,0,0.03137254901960784,14.16470588235294,157.03921568627447,47.34117647058823,31.431372549019603,0.0,0.0,0.0,0,0
2025-08-28,0,0.0,0.0,92.11764705882351,63.05098039215686,94.58823529411764,0.25098039215686274,0.0,0.0,0,0
2025-09-02,0,0.0,0.6235294117647059,108.87450980392157,56.807843137254906,83.45098039215685,0.25098039215686274,0.0,0.0,0,0
2025-09-07,0,0.0,0.0,119.81960784313726,52.67843137254903,77.25882352941177,0.25098039215686274,0.0,0.0,0,0
2025-09-12,0,0.0,0.0,123.27843137254904,49.35686274509805,77.12156862745097,0.25098039215686274,0.0,0.0,0,0
2025-09-17,0,0.0,5.117647058823529,142.16862745098038,42.51764705882353,59.95294117647059,0.25098039215686274,0.0,0.0,0,0
2025-09-22,0,0.0,0.0,132.69411764705885,48.97254901960784,68.09019607843136,0.25098039215686274,0.0,0.0,0,0
2025-09-27,0,0.0,2.0,155.45098039215685,48.392156862745104,43.91372549019607,0.25098039215686274,0.0,0.0,0,0
2025-10-02,0,0.0,2.0,123.43137254901963,59.37254901960785,64.95294117647059,0.25098039215686274,0.0,0.0,0,0
2025-10-07,0,0.0,0.0,62.48627450980392,60.10980392156863,127.16078431372546,0.25098039215686274,0.0,0.0,0,0
2025-10-12,0,0.0,0.0,39.05882352941176,60.16470588235295,150.53333333333333,0.25098039215686274,0.0,0.0,0,0
2025-10-17,0,0.0,0.0,10.741176470588236,43.30196078431373,195.71372549019605,0.0,0.25098039215686274,0.0,0,0
2025-10-22,0,0.0,0.0,3.8705882352941177,34.3921568627451,211.49411764705877,0.0,0.25098039215686274,0.0,0,0
2025-10-27,0,0.0,0.0,2.0,18.44705882352941,227.0588235294117,2.2509803921568627,0.25098039215686274,0.0,0,0
2025-11-01,0,0.0,0.0,2.0,13.823529411764707,222.68235294117642,11.250980392156862,0.25098039215686274,0.0,0,0
2025-11-06,0,0.0,0.0,2.0,13.321568627450981,223.18431372549014,11.250980392156862,0.25098039215686274,0.0,0,0
2025-11-11,0,0.0,0.0,3.8705882352941177,17.07450980392157,224.8117647058823,4.0,0.25098039215686274,0.0,0,0
